file_name,party1,party1_iso,party2,party2_iso,treatytype,status,dateofsignature,dateofentryintoforce,treatyfulltext,iiacontent,facilitationcontent,originallymapped,mappedby,preamble_rightreg,preamble_sustdev,preamble_soc,preamble_env,inv_typedef,inv_exclportfolio,inv_exclother,inv_listscharacteristics,cont_host_laws_req,inv_closedlist,def_invest_inc,inc_permres,exc_dualnat,inc_reqsubbusact,def_owncontlegent,dob_clause,dob_substbusiness,dob_traderestr,dob_discr_mand,scope_excltax,scope_exclsubs,scope_exclgovprocure,scope_exclother,inv_cov,disp_cov,nt_type,nt_like,mfn_type,eco_intagr,tax_treat,mfn_excep_isds_substance,fet_type,fet_refintlaw,fet_list,fet_modify,fullprotsec,prohib_arb_disc_meas,exprop_scope,exprop_indirectdef,exprop_carveoutreg,carveout_complicwto,rel_rightcomp,abs_rightcompcercirc,inc_transffunds,balance_payexcep,other_specexcep,inc_prohibprs,prclause_type,umbr_clause,entry_sojpers,sen_mngment,dir_states,dir_inv,mention_healthenv,mention_labstd,mention_rightreg,mention_csr,mention_corrupt,mention_notlowstd,subrclause,nonderogclause,ref_specpromoact,security_incl,security_def,security_selfdef,exception_healthenv,exception_other,prud_carveout,sched_reservations,ssds,isds,alt_arbit,scope_claimsgenapproach,isds_limitprovisions,isds_limitareas,spec_mechtaxprudmeas,typeconsentarb,isds_domcourt,isds_icsid,isds_unicitral,isds_other,rel_betfor,lim_persubclaims,prov_meas,cons_claims,lim_rem,affirms_bindintcontpart,req_certquestsub,reg_subnondisp,req_docpubavail,req_hearopenpublic,reg_amicuscuriaesub,mech_consstatepart,inst_framework,tech_coop,years_inittreatyterm,auto_renew,term_unilat,length_noticeper,inc_modamendreneg,term_sunsetlength,iia_content,facilitation_content,short_title,treaty_invchptxt,treaty_about,digit_elec_publication,digit_elec_application,digit_elec_payment,digit_entry_online_info,digit_supplier_db,invfac_type_chapters,trans_inv_chapters,trans_pub_scope,trans_elec_pub,trans_pub_proposed,trans_comment_proposed,trans_inquiry_mechs,trans_pub_exceptions,trans_subject_adr,trans_subject_isds,admin_indep_authority,admin_impartial,admin_appeal_review,stream_proc_chapters,stream_proc_type,stream_proc_covered,stream_avoid_multi_apps,stream_proc_time_fees,stream_proc_requirements,stream_elec_application,stream_elec_payment,stream_subject_adr,stream_subject_isds,regprac_chapters,regprac_type,regprac_measures,regprac_interagency,regprac_impact_assess,regprac_periodic_review,regprac_transparency,regprac_cooperation,regprac_subject_adr,regprac_subject_isds,entry_stay_chapters,entry_stay_type,entry_stay_persons,entry_stay_transparency,entry_stay_streamlining,entry_stay_online_info,entry_stay_liberalize,entry_stay_subject_adr,entry_stay_subject_isds,profac_sustinv_activities,profac_sustinv_types,inveng_focal_info,inveng_focal_advisory,inveng_supplier_db,facdvp_inst_framework,facdvp_monitoring,facdvp_agency_coop,facdvp_special_diff_treat,facdvp_tech_assistance,date_termination,type_termination,add_notes,protective,fdi_pos_1_to_2_c,fdi_pos_2_to_1_c,ext_bd_c_party1,ext_bd_c_party2,t_treaties,ldc_party1,megaBD_party1,oecd_party1,ldc_party2,megaBD_party2,oecd_party2
Ethiopia - Tunisia BIT (2000) ,ethiopia,ETH,tunisia,TUN,Bilateral Investment Treaties,In force,14/12/2000,02/10/2004,en,Mapped,Not mapped,10-2015,Xiamen University School of Law (China); William S. Richardson School of Law at the University of Hawai‘i at Mānoa (United States),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to post-BIT investments only,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.1032353758220947,0.0022526274642074772,0,1,0,0,0,0,0
Ethiopia - Switzerland BIT (1998) ,ethiopia,ETH,switzerland,CHE,Bilateral Investment Treaties,In force,26/06/1998,07/12/1998,fr | en | de,Mapped,Not mapped,04-2016,Roma Tre University (Italy); University of Ottawa (Canada),No,No,No,No,Asset-based definition,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN only,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,5 years,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.1032353758220947,0.00026878167362876963,0,1,0,0,0,0,1
Ethiopia - Sweden BIT (2004) ,ethiopia,ETH,sweden,SWE,Bilateral Investment Treaties,In force,10/12/2004,01/10/2005,en | sv,Mapped,Not mapped,04-2015,Xiamen University School of Law (China); Boston College (United States),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,With reference to domestic law,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,20 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.0,0.1032353758220947,0.00026267744019510444,0,1,0,0,0,0,1
Ethiopia - Sudan BIT (2000) ,ethiopia,ETH,sudan,SDN,Bilateral Investment Treaties,In force,07/03/2000,15/05/2001,en,Mapped,Not mapped,10-2015,Boston College (United States); Korea University Law School (South Korea),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,With reference to domestic law,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Lists specific bases of claim beyond treaty (e.g. contractual disputes),No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.1032353758220947,0.009810940602056976,0,1,0,0,1,0,0
Ethiopia - Netherlands BIT (2003) ,ethiopia,ETH,netherlands,NLD,Bilateral Investment Treaties,In force,16/05/2003,01/07/2005,en | nl,Mapped,Not mapped,04-2013,King’s College London School of Law (United Kingdom); Korea University Law School (South Korea),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,15 years,10 years,Yes,Six months prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,857.3635901520851,0.1032353758220947,0.0007044439812408439,0,1,0,0,0,0,1
Ethiopia - Malaysia BIT (1998) ,ethiopia,ETH,malaysia,MYS,Bilateral Investment Treaties,In force,22/10/1998,17/06/1999,en,Mapped,Not mapped,03-2014,Korea University Law School (South Korea); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Not stipulated,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,None,Not applicable,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation not mentioned,No,No,No,MFN only,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.1032353758220947,0.22877500139079907,0,1,0,0,0,1,0
Ethiopia - Libya BIT (2004) ,ethiopia,ETH,libya,LBY,Bilateral Investment Treaties,In force,27/01/2004,25/06/2004,en,Mapped,Not mapped,03-2015,Korea University Law School (South Korea); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,None,Not applicable,Post-establishment,Yes,No,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,No,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,None,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.1032353758220947,0.002431095800019599,0,1,0,0,0,0,0
Ethiopia - Kuwait BIT (1996) ,ethiopia,ETH,kuwait,KWT,Bilateral Investment Treaties,In force,14/09/1996,12/11/1998,en,Mapped,Not mapped,03-2014,Boston College (United States); Paris Institute of Political Studies (France),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,Yes,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,Explicit PR clause,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,Other,Other fixed term,Yes,One year prior notice,Yes,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.1032353758220947,0.0004440738996961749,0,1,0,0,0,0,0
Ethiopia - Italy BIT (1994) ,ethiopia,ETH,italy,ITA,Bilateral Investment Treaties,In force,23/12/1994,08/05/1997,it,Mapped,Not mapped,02-2016,Bocconi University (Italy); King's College London School of Law (United Kingdom),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,No clause,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,5 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,309.6207741489,0.1032353758220947,0.033463261783736396,0,1,0,0,0,0,1
Ethiopia - Israel BIT (2003) ,ethiopia,ETH,israel,ISR,Bilateral Investment Treaties,In force,26/11/2003,15/02/2006,en,Mapped,Not mapped,04-2013,King’s College London School of Law (United Kingdom); Hacettepe University Faculty of Law (Turkey),No,No,Yes,No,Asset-based definition,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,Yes,MFN and NT,Yes,Yes,Yes,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,Preserving right to arbitration after domestic court proceedings,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.0,0.1032353758220947,0.006547795539958758,0,1,0,0,0,0,1
"Ethiopia - Iran, Islamic Republic of BIT (2003) ",ethiopia,ETH,islamic republic of iran,IRN,Bilateral Investment Treaties,In force,21/10/2003,15/12/2004,en,Mapped,Not mapped,04-2015,Korea University Law School (South Korea); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,Yes,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,Six months prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0.1032353758220947,0.02071785811926651,0,1,0,0,0,0,0
Ethiopia - Germany BIT (2004) ,ethiopia,ETH,germany,DEU,Bilateral Investment Treaties,In force,19/01/2004,04/05/2006,en,Mapped,Not mapped,03-2013,Xiamen University School of Law (China); National University of La Plata (Argentina),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,Preserving right to arbitration after domestic court proceedings,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,63.204744960197004,0.1032353758220947,0.0008359638909026298,0,1,0,0,0,0,1
Ethiopia - France BIT (2003) ,ethiopia,ETH,france,FRA,Bilateral Investment Treaties,In force,25/06/2003,07/08/2004,en | fr,Mapped,Not mapped,05-2015,Xiamen University School of Law (China); University of Buenos Aires (Argentina),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,No,Explicit PR clause,List of prohibited PRs,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,Yes,No,Negative-list reservations,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,20 years,20 years,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,102.121451648238,0.1032353758220947,0.012705875623910042,0,1,0,0,0,0,1
Ethiopia - Finland BIT (2006) ,ethiopia,ETH,finland,FIN,Bilateral Investment Treaties,In force,23/02/2006,03/05/2007,en | fi,Mapped,Not mapped,04-2013,King’s College London School of Law (United Kingdom); Korea University Law School (South Korea),No,No,Yes,Yes,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Negative-list reservations,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,Preserving right to arbitration after domestic court proceedings,No,No,No,No,No,No,No,No,No,No,Yes,No,No,20 years,20 years,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.53327645051195,0.1032353758220947,0.0002347750182651937,0,1,0,0,0,0,1
Estonia - United States BIT (1994) ,estonia,EST,united states,USA,Bilateral Investment Treaties,In force,19/04/1994,16/02/1997,en | et,Mapped,Not mapped,,University of Buenos Aires (Argentina); Xiamen University School of Law (China),No,No,Yes,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Unilaterally discretionary,Yes,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Pre- and post-establishment,Yes,Pre- and post-establishment,Yes,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,Yes,Explicit PR clause,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Positive-list commitments,Yes,Yes,None,Lists specific bases of claim beyond treaty (e.g. contractual disputes),No,No,No,Requires case-by-case consent,Yes,Yes,Yes,Yes,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,473.99806407574,57.5,8.823973365383947e-05,0.49306901878641957,0,0,0,1,0,1,1
Estonia - Ukraine BIT (1995) ,estonia,EST,ukraine,UKR,Bilateral Investment Treaties,In force,15/02/1995,04/11/1995,en | et | uk,Mapped,Not mapped,11-2016,Austral University (Argentina); NALSAR University of Law (India),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to post-BIT investments only,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,No,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,207.2049324715675,,8.823973365383947e-05,0.007847913698224162,0,0,0,1,0,0,0
Estonia - Turkey BIT (1997) ,estonia,EST,turkiye,TUR,Bilateral Investment Treaties,In force,03/06/1997,29/04/1999,en | tr | et,Mapped,Not mapped,11-2015,Xiamen University School of Law (China); William S. Richardson School of Law at the University of Hawai‘i at Mānoa (United States),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,Not applicable,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,Yes,Post-establishment,Yes,Yes,No,None,Not applicable,Not applicable,Not applicable,No clause,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,Preserving right to arbitration after domestic court proceedings,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.00996054658045,4.032500027499999,8.823973365383947e-05,0.030452314064232402,0,0,0,1,0,0,1
Estonia - Switzerland BIT (1992) ,estonia,EST,switzerland,CHE,Bilateral Investment Treaties,In force,21/12/1992,18/08/1993,en | fr | et | de,Mapped,Not mapped,11-2016,Istanbul Şehir University (Turkey); Federal University of Paraíba (Brazil),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,No,No,FET unqualified,None,No,None,With reference to domestic law,Yes,Indirect expropriation mentioned,No,No,No,None,No,Yes,No,No,No explicit PR clause,Not applicable,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,2 years,Yes,Six months prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,356.6322473260525,236.1045069756425,8.823973365383947e-05,0.00026878167362876963,0,0,0,1,0,0,1
